2018-11-14,13:16,459
2018-11-14,13:26,456
2018-11-14,13:36,456
2018-11-14,13:53,459
2018-11-14,14:03,458
2018-11-14,14:13,459
2018-11-14,14:23,460
2018-11-14,14:33,460
2018-11-14,14:43,463
2018-11-14,14:53,463
2018-11-14,15:03,461
2018-11-14,15:13,460
2018-11-14,15:23,461
2018-11-14,15:33,461
2018-11-14,15:43,465
2018-11-14,15:53,463
2018-11-14,16:03,465
2018-11-14,16:13,465
2018-11-14,16:23,466
2018-11-14,16:33,469
2018-11-14,16:43,471
2018-11-14,16:53,476
2018-11-14,17:03,478
2018-11-14,17:13,478
2018-11-14,17:23,477
2018-11-14,17:33,496
2018-11-14,17:43,488
2018-11-14,17:53,484
2018-11-14,18:03,483
2018-11-14,18:13,483
2018-11-14,18:23,486
2018-11-14,18:33,485
2018-11-14,18:43,486
2018-11-14,18:53,487
2018-11-14,19:03,486
2018-11-14,19:13,487
2018-11-14,19:23,486
2018-11-14,19:33,484
2018-11-14,19:43,485
2018-11-14,19:53,487
2018-11-14,20:03,490
2018-11-14,20:13,490
2018-11-14,20:23,490
2018-11-14,20:33,489
2018-11-14,20:43,493
2018-11-14,20:53,489
2018-11-14,21:23,476
2018-11-14,21:33,477
2018-11-14,21:43,478
2018-11-14,21:53,477
2018-11-14,22:03,480
2018-11-14,22:13,479
2018-11-14,22:23,479
2018-11-14,22:33,480
2018-11-14,22:43,478
2018-11-14,22:53,480
2018-11-14,23:03,479
2018-11-14,23:13,478
2018-11-14,23:23,476
2018-11-14,23:33,473
2018-11-15,00:03,472
2018-11-15,00:13,470
2018-11-15,00:23,468
2018-11-15,00:33,466
2018-11-15,00:43,468
2018-11-15,00:53,467
2018-11-15,01:03,469
2018-11-15,01:13,467
2018-11-15,01:23,466
2018-11-15,01:33,464
2018-11-15,01:43,464
2018-11-15,01:53,464
2018-11-15,02:03,465
2018-11-15,02:13,464
2018-11-15,02:23,469
2018-11-15,02:33,473
2018-11-15,02:43,474
2018-11-15,02:53,476
2018-11-15,03:03,478
2018-11-15,03:13,484
2018-11-15,03:23,474
2018-11-15,03:33,473
2018-11-15,03:43,468
2018-11-15,03:53,473
2018-11-15,04:03,470
2018-11-15,04:13,475
2018-11-15,04:23,478
2018-11-15,04:33,478
2018-11-15,04:43,478
2018-11-15,04:53,480
2018-11-15,05:03,480
2018-11-15,05:13,478
2018-11-15,05:23,483
2018-11-15,05:33,486
2018-11-15,05:43,488
2018-11-15,05:53,488
2018-11-15,06:03,494
2018-11-15,06:13,495
2018-11-15,06:23,488
2018-11-15,06:33,494
2018-11-15,06:43,494
2018-11-15,06:53,497
2018-11-15,07:03,498
2018-11-15,07:13,500
2018-11-15,07:23,506
2018-11-15,07:33,518
2018-11-15,07:43,519
2018-11-15,07:53,518
2018-11-15,08:03,506
2018-11-15,09:43,479
2018-11-15,10:47,486
2018-11-15,10:57,486
2018-11-15,11:07,482
2018-11-15,11:17,480
2018-11-15,11:27,485
2018-11-15,11:37,487
2018-11-15,11:47,487
2018-11-15,11:57,486
2018-11-15,12:07,484
2018-11-15,12:17,485
2018-11-15,12:27,487
2018-11-15,12:37,483
2018-11-15,12:47,483
2018-11-15,12:57,482
2018-11-15,13:07,484
2018-11-15,13:17,484
2018-11-15,13:27,484
2018-11-15,13:37,481
2018-11-15,13:47,481
2018-11-15,13:57,480
2018-11-15,14:07,483
2018-11-15,14:17,481
2018-11-15,14:27,480
2018-11-15,14:37,482
2018-11-15,14:47,481
2018-11-15,14:57,486
2018-11-15,15:07,481
2018-11-15,15:17,482
2018-11-15,15:27,483
2018-11-15,15:37,486
2018-11-15,15:47,488
2018-11-15,15:57,483
2018-11-15,16:07,485
2018-11-15,16:17,485
2018-11-15,16:27,484
2018-11-15,16:37,484
2018-11-15,16:47,503
2018-11-15,16:57,488
2018-11-15,17:07,484
2018-11-15,17:17,483
2018-11-15,17:27,488
2018-11-15,17:37,487
2018-11-15,17:57,485
2018-11-15,18:07,486
2018-11-15,18:17,487
2018-11-15,18:27,487
2018-11-15,18:37,485
2018-11-15,18:47,484
2018-11-15,18:57,484
2018-11-15,19:07,483
2018-11-15,19:17,480
2018-11-15,19:27,482
2018-11-15,19:37,482
2018-11-15,19:47,480
2018-11-15,19:57,479
2018-11-15,20:07,481
2018-11-15,20:17,480
2018-11-15,20:27,480
2018-11-15,20:37,482
2018-11-15,20:47,487
2018-11-15,20:57,486
2018-11-15,21:07,482
2018-11-15,21:17,480
2018-11-15,21:27,481
2018-11-15,21:37,482
2018-11-15,21:47,483
2018-11-15,21:57,484
2018-11-15,22:07,484
2018-11-15,22:17,484
2018-11-15,22:27,487
2018-11-15,22:28,488
2018-11-15,22:28,488
2018-11-15,22:28,488
2018-11-15,23:38,487
2018-11-15,23:48,486
2018-11-15,23:58,487
2018-11-16,00:08,489
2018-11-16,00:18,487
2018-11-16,00:28,487
2018-11-16,00:38,491
2018-11-16,00:48,492
2018-11-16,00:58,493
2018-11-16,01:08,491
2018-11-16,01:18,490
2018-11-16,01:28,488
2018-11-16,01:38,488
2018-11-16,01:48,490
2018-11-16,01:58,483
2018-11-16,02:08,481
2018-11-16,02:18,483
2018-11-16,02:28,485
2018-11-16,02:38,483
2018-11-16,02:48,487
2018-11-16,02:58,494
2018-11-16,03:08,494
2018-11-16,03:18,492
2018-11-16,03:28,492
2018-11-16,03:38,492
2018-11-16,03:48,491
2018-11-16,03:58,488
2018-11-16,04:08,493
2018-11-16,04:18,494
2018-11-16,04:28,491
2018-11-16,04:38,493
2018-11-16,04:48,491
2018-11-16,04:58,491
2018-11-16,05:08,491
2018-11-16,05:18,492
2018-11-16,05:28,487
2018-11-16,05:38,490
2018-11-16,05:48,491
2018-11-16,05:58,491
2018-11-16,06:08,491
2018-11-16,06:18,508
2018-11-16,06:28,509
2018-11-16,06:38,508
2018-11-16,06:48,506
2018-11-16,06:58,503
2018-11-16,07:08,504
2018-11-16,07:18,501
2018-11-16,07:28,503
2018-11-16,07:38,497
2018-11-16,07:48,496
2018-11-16,07:58,506
2018-11-16,08:08,504
2018-11-16,08:18,493
2018-11-16,08:28,490
2018-11-16,08:38,491
2018-11-16,08:48,487
2018-11-16,08:58,493
2018-11-16,09:08,490
2018-11-16,09:18,488
2018-11-16,09:28,486
2018-11-16,09:38,487
2018-11-16,09:48,484
2018-11-16,09:58,484
2018-11-16,10:08,486
2018-11-16,10:18,487
2018-11-16,10:28,487
2018-11-16,10:38,489
2018-11-16,10:48,485
2018-11-16,10:58,483
2018-11-16,11:08,480
2018-11-16,11:18,484
2018-11-16,11:28,481
2018-11-16,11:38,483
2018-11-16,11:48,483
